line,point,lat,lng,elev_meters,time_zone,air_qual,Wind m/s,Wind angle deg,NBM_i,NBM_j
29,35,33.58403241,-115.6080138,517.07,-8,1,0,0,140,181
29,36,33.58183245,-115.6162125,519.75,-8,1,0,0,140,180
29,37,33.57963248,-115.6244113,530.13,-8,1,0,0,140,180
29,38,33.57743251,-115.63261,479.76,-8,1,0,0,140,180
29,39,33.57523255,-115.6408087,519.96,-8,1,0,0,140,179
30,0,33.66103124,-115.321058,491.05,-8,1,0,0,142,192
30,1,33.66796616,-115.3226604,486.08,-8,1,0,0,142,191
30,2,33.67490109,-115.3242628,328.52,-8,1,0,0,142,191
30,3,33.68183601,-115.3258653,322.24,-8,1,0,0,143,192
30,4,33.68877093,-115.3274677,296.37,-8,1,0,0,143,191
30,5,33.69570585,-115.3290701,259.62,-8,1,0,0,143,191
30,6,33.70264078,-115.3306725,244.37,-8,1,0,0,143,191
30,7,33.7095757,-115.3322749,232.59,-8,1,0,0,144,191
30,8,33.71651062,-115.3338774,216.37,-8,1,0,0,144,191
30,9,33.72344554,-115.3354798,206.25,-8,1,0,0,144,191
30,10,33.73038047,-115.3370822,193.09,-8,1,0,0,145,191
30,11,33.73731539,-115.3386846,181.13,-8,1,0,0,145,191
30,12,33.74425031,-115.340287,174.83,-8,1,0,0,145,191
30,13,33.75118523,-115.3418894,171.76,-8,1,0,0,146,191
30,14,33.75812015,-115.3434919,171.39,-8,1,0,0,146,191
30,15,33.76505508,-115.3450943,171.36,-8,1,0,0,146,191
30,16,33.77199,-115.3466967,171.06,-8,1,0,0,147,191
30,17,33.77892492,-115.3482991,172.82,-8,1,0,0,147,191
30,18,33.78585984,-115.3499015,176.54,-8,1,0,0,147,191
30,19,33.79279477,-115.351504,180.68,-8,1,0,0,148,191
30,20,33.79972969,-115.3531064,185.28,-8,1,0,0,148,191
30,21,33.80666461,-115.3547088,190.15,-8,1,0,0,148,191
30,22,33.81359953,-115.3563112,194.59,-8,1,0,0,149,191
30,23,33.82053446,-115.3579136,199.42,-8,1,0,0,149,191
30,24,33.82746938,-115.359516,206.08,-8,1,0,0,149,191
30,25,33.8344043,-115.3611185,217.07,-8,1,0,0,149,191
30,26,33.84133922,-115.3627209,232.74,-8,1,0,0,150,191
30,27,33.84827415,-115.3643233,247.55,-8,1,0,0,150,191
30,28,33.85520907,-115.3659257,262.68,-8,1,0,0,150,191
30,29,33.86214399,-115.3675281,276.57,-8,1,0,0,151,191
30,30,33.86907891,-115.3691306,288.5,-8,1,0,0,151,191
31,0,33.57523255,-115.6408087,519.96,-8,1,0.5,28,140,179
31,1,33.57361667,-115.6491849,480.77,-8,1,0.5,28,140,179
31,2,33.57200079,-115.6575611,498.89,-8,1,0.5,28,140,179
31,3,33.57038491,-115.6659372,552.04,-8,1,0.5,28,140,178
31,4,33.56876903,-115.6743134,537.32,-8,1,0.5,28,140,178
31,5,33.56715315,-115.6826896,594.9,-8,1,0.5,28,139,178
31,6,33.56553727,-115.6910658,632.05,-8,1,0.5,28,140,177
31,7,33.56392139,-115.6994419,661.8,-8,1,0.5,28,139,177
31,8,33.56230551,-115.7078181,625.35,-8,1,0.5,28,139,177
31,9,33.56068963,-115.7161943,697.9,-8,1,0.5,28,139,176
31,10,33.55907375,-115.7245704,559.1,-8,1,0.5,28,139,176
31,11,33.55745786,-115.7329466,499.66,-8,1,0.5,28,139,176
31,12,33.55584198,-115.7413228,587.95,-8,1,0.5,28,139,175
31,13,33.5542261,-115.749699,659.28,-8,1,0.5,28,139,175
31,14,33.55261022,-115.7580751,749.7,-8,1,0.5,28,139,175
31,15,33.55099434,-115.7664513,807.44,-8,1,0.5,28,139,174
31,16,33.54937846,-115.7748275,601.39,-8,1,0.5,28,139,174
31,17,33.54776258,-115.7832037,673.23,-8,1,0.5,28,139,174
31,18,33.5461467,-115.7915798,392.26,-8,1,0.5,28,139,174
31,19,33.54453082,-115.799956,525.46,-8,1,0.5,28,139,173
33,0,33.54453082,-115.799956,525.46,-8,1,0,0,139,173
33,1,33.54398678,-115.8084192,319.27,-8,1,0,0,139,173
33,2,33.54344274,-115.8168824,310.81,-8,1,0,0,139,173
33,3,33.5428987,-115.8253456,228.46,-8,1,0,0,139,172
33,4,33.54235465,-115.8338087,210.29,-8,1,0,0,139,172
33,5,33.54181061,-115.8422719,159.07,-8,1,0,0,139,172
33,6,33.54126657,-115.8507351,126.13,-8,1,0,0,139,171
33,7,33.54072253,-115.8591983,126.52,-8,1,0,0,139,171
33,8,33.54017848,-115.8676615,116.36,-8,1,0,0,139,171
33,9,33.53963444,-115.8761247,99.43,-8,1,0,0,139,170
33,10,33.5390904,-115.8845879,114.29,-8,1,0,0,139,170
33,11,33.53854636,-115.8930511,127.83,-8,1,0,0,139,170
33,12,33.53800232,-115.9015142,57.75,-8,1,0,0,139,169
33,13,33.53745827,-115.9099774,43.26,-8,1,0,0,140,169
33,14,33.53691423,-115.9184406,18.64,-8,1,0,0,140,169
33,15,33.53637019,-115.9269038,-8.21,-8,1,0,0,140,169
33,16,33.53582615,-115.935367,-36.34,-8,1,0,0,140,168
33,17,33.5352821,-115.9438302,-47.27,-8,1,0,0,140,168
33,18,33.53473806,-115.9522934,-53.44,-8,1,0,0,140,168
33,19,33.53419402,-115.9607566,-58.34,-8,1,0,0,140,167
33,20,33.53364998,-115.9692197,-59.17,-8,1,0,0,140,167
33,21,33.53310594,-115.9776829,-60.97,-8,1,0,0,140,167
33,22,33.53256189,-115.9861461,-60.98,-8,1,0,0,140,166
33,23,33.53201785,-115.9946093,-61.75,-8,1,0,0,140,166
33,24,33.53147381,-116.0030725,-62.44,-8,1,0,0,140,166
33,25,33.53092977,-116.0115357,-62.83,-8,1,0,0,140,165
33,26,33.53038572,-116.0199989,-63.89,-8,1,0,0,140,165
33,27,33.52984168,-116.0284621,-65.54,-8,1,0,0,140,165
33,28,33.52929764,-116.0369252,-67.91,-8,1,0,0,140,165
33,29,33.5287536,-116.0453884,-68.65,-8,1,0,0,140,164
33,30,33.52820955,-116.0538516,-69.57,-8,1,0,0,140,164
33,31,33.52766551,-116.0623148,-69.24,-8,1,0,0,140,164
33,32,33.52712147,-116.070778,-68.45,-8,1,0,0,140,163
34,0,33.54453082,-115.799956,525.46,-8,1,0,0,139,173
34,1,33.54398678,-115.8084192,319.27,-8,1,0,0,139,173
34,2,33.54344274,-115.8168824,310.81,-8,1,0,0,139,173
34,3,33.5428987,-115.8253456,228.46,-8,1,0,0,139,172
34,4,33.54235465,-115.8338087,210.29,-8,1,0,0,139,172
34,5,33.54181061,-115.8422719,159.07,-8,1,0,0,139,172
34,6,33.54126657,-115.8507351,126.13,-8,1,0,0,139,171
34,7,33.54072253,-115.8591983,126.52,-8,1,0,0,139,171
34,8,33.54017848,-115.8676615,116.36,-8,1,0,0,139,171
34,9,33.53963444,-115.8761247,99.43,-8,1,0,0,139,170
34,10,33.5390904,-115.8845879,114.29,-8,1,0,0,139,170
34,11,33.53854636,-115.8930511,127.83,-8,1,0,0,139,170
34,12,33.53800232,-115.9015142,57.75,-8,1,0,0,139,169
34,13,33.53745827,-115.9099774,43.26,-8,1,0,0,140,169
34,14,33.53691423,-115.9184406,18.64,-8,1,0,0,140,169
34,15,33.53637019,-115.9269038,-8.21,-8,1,0,0,140,169
34,16,33.53582615,-115.935367,-36.34,-8,1,0,0,140,168
34,17,33.5352821,-115.9438302,-47.27,-8,1,0,0,140,168
34,18,33.53473806,-115.9522934,-53.44,-8,1,0,0,140,168
34,19,33.53419402,-115.9607566,-58.34,-8,1,0,0,140,167
34,20,33.53364998,-115.9692197,-59.17,-8,1,0,0,140,167
34,21,33.53310594,-115.9776829,-60.97,-8,1,0,0,140,167
34,22,33.53256189,-115.9861461,-60.98,-8,1,0,0,140,166
34,23,33.53201785,-115.9946093,-61.75,-8,1,0,0,140,166
34,24,33.53147381,-116.0030725,-62.44,-8,1,0,0,140,166
34,25,33.53092977,-116.0115357,-62.83,-8,1,0,0,140,165
34,26,33.53038572,-116.0199989,-63.89,-8,1,0,0,140,165
34,27,33.52984168,-116.0284621,-65.54,-8,1,0,0,140,165
34,28,33.52929764,-116.0369252,-67.91,-8,1,0,0,140,165
34,29,33.5287536,-116.0453884,-68.65,-8,1,0,0,140,164
34,30,33.52820955,-116.0538516,-69.57,-8,1,0,0,140,164
34,31,33.52766551,-116.0623148,-69.24,-8,1,0,0,140,164
34,32,33.52712147,-116.070778,-68.45,-8,1,0,0,140,163
35,0,33.86907891,-115.3691306,288.5,-8,1,0,0,151,191
35,1,33.87603261,-115.3671554,305.21,-8,1,0,0,151,191
35,2,33.88298631,-115.3651802,329.17,-8,1,0,0,152,191
35,3,33.88994001,-115.363205,356.51,-8,1,0,0,152,191
35,4,33.8968937,-115.3612298,422.17,-8,1,0,0,152,192
35,5,33.9038474,-115.3592546,622.74,-8,1,0,0,152,192
35,6,33.9108011,-115.3572794,731.99,-8,1,0,0,153,192
35,7,33.9177548,-115.3553042,781.63,-8,1,0,0,153,192
35,8,33.9247085,-115.353329,802.82,-8,1,0,0,153,192
35,9,33.93166219,-115.3513538,776.13,-8,1,0,0,154,192
35,10,33.93861589,-115.3493786,793.62,-8,1,0,0,154,192
35,11,33.94556959,-115.3474034,823.98,-8,1,0,0,154,192
35,12,33.95252329,-115.3454282,768.16,-8,1,0,0,155,193
35,13,33.95947698,-115.343453,845.32,-8,1,0,0,155,193
35,14,33.96643068,-115.3414778,804.73,-8,1,0,0,155,193
35,15,33.97338438,-115.3395026,787.03,-8,1,0,0,155,193
35,16,33.98033808,-115.3375274,741.45,-8,1,0,0,156,193
35,17,33.98729178,-115.3355522,783.43,-8,1,0,0,156,193
35,18,33.99424547,-115.333577,602.73,-8,1,0,0,156,193
35,19,34.00119917,-115.3316018,760.39,-8,1,0,0,157,193
35,20,34.00815287,-115.3296266,720.74,-8,1,0,0,157,193
35,21,34.01510657,-115.3276514,687.75,-8,1,0,0,157,194
35,22,34.02206026,-115.3256762,610.39,-8,1,0,0,157,194
35,23,34.02901396,-115.323701,452.79,-8,1,0,0,158,194
35,24,34.03596766,-115.3217258,428.75,-8,1,0,0,158,194
35,25,34.04292136,-115.3197506,428.65,-8,1,0,0,158,194
35,26,34.04987506,-115.3177754,408.8,-8,1,0,0,159,194
35,27,34.05682875,-115.3158002,383.63,-8,1,0,0,159,194
35,28,34.06378245,-115.313825,361.25,-8,1,0,0,159,194
35,29,34.07073615,-115.3118498,336.43,-8,1,0,0,160,195
35,30,34.07768985,-115.3098746,314.87,-8,1,0,0,160,195
35,31,34.08464354,-115.3078995,293.39,-8,1,0,0,160,195
35,32,34.09159724,-115.3059243,273.87,-8,1,0,0,160,195
35,33,34.09855094,-115.3039491,263.71,-8,1,0,0,161,195
35,34,34.10550464,-115.3019739,253.23,-8,1,0,0,161,195
35,35,34.11245834,-115.2999987,242.79,-8,1,0,0,161,195
35,36,34.11941203,-115.2980235,238.11,-8,1,0,0,162,195
35,37,34.12636573,-115.2960483,239.56,-8,1,0,0,162,196
35,38,34.13331943,-115.2940731,242.73,-8,1,0,0,162,196
35,39,34.14027313,-115.2920979,247.68,-8,1,0,0,162,196
35,40,34.14722682,-115.2901227,251.29,-8,1,0,0,163,196
35,41,34.15418052,-115.2881475,254.35,-8,1,0,0,163,196
35,42,34.16113422,-115.2861723,256.55,-8,1,0,0,163,196
35,43,34.16808792,-115.2841971,260.98,-8,1,0,0,164,196
35,44,34.17504162,-115.2822219,274.06,-8,1,0,0,164,196
35,45,34.18199531,-115.2802467,282.7,-8,1,0,0,164,196
35,46,34.18894901,-115.2782715,293.08,-8,1,0,0,165,197
35,47,34.19590271,-115.2762963,306.83,-8,1,0,0,165,197
35,48,34.20285641,-115.2743211,310.79,-8,1,0,0,165,197
35,49,34.2098101,-115.2723459,332.82,-8,1,0,0,165,197
35,50,34.2167638,-115.2703707,341.25,-8,1,0,0,166,197
35,51,34.2237175,-115.2683955,340.48,-8,1,0,0,166,197
35,52,34.2306712,-115.2664203,337,-8,1,0,0,166,197
35,53,34.2376249,-115.2644451,320.65,-8,1,0,0,167,197
35,54,34.24457859,-115.2624699,357.69,-8,1,0,0,167,198
36,0,33.86907891,-115.3691306,288.5,-8,1,0.2,30,151,191
36,1,33.87603261,-115.3671554,305.21,-8,1,0.2,30,151,191
36,2,33.88298631,-115.3651802,329.17,-8,1,0.2,30,152,191
36,3,33.88994001,-115.363205,356.51,-8,1,0.2,30,152,191
36,4,33.8968937,-115.3612298,422.17,-8,1,0.2,30,152,192
36,5,33.9038474,-115.3592546,622.74,-8,1,0.2,30,152,192
36,6,33.9108011,-115.3572794,731.99,-8,1,0.2,30,153,192
36,7,33.9177548,-115.3553042,781.63,-8,1,0.2,30,153,192
36,8,33.9247085,-115.353329,802.82,-8,1,0.2,30,153,192
36,9,33.93166219,-115.3513538,776.13,-8,1,0.2,30,154,192
36,10,33.93861589,-115.3493786,793.62,-8,1,0.2,30,154,192
36,11,33.94556959,-115.3474034,823.98,-8,1,0.2,30,154,192
36,12,33.95252329,-115.3454282,768.16,-8,1,0.2,30,155,193
36,13,33.95947698,-115.343453,845.32,-8,1,0.2,30,155,193
36,14,33.96643068,-115.3414778,804.73,-8,1,0.2,30,155,193
36,15,33.97338438,-115.3395026,787.03,-8,1,0.2,30,155,193
36,16,33.98033808,-115.3375274,741.45,-8,1,0.2,30,156,193
36,17,33.98729178,-115.3355522,783.43,-8,1,0.2,30,156,193
36,18,33.99424547,-115.333577,602.73,-8,1,0.2,30,156,193
36,19,34.00119917,-115.3316018,760.39,-8,1,0.2,30,157,193
36,20,34.00815287,-115.3296266,720.74,-8,1,0.2,30,157,193
36,21,34.01510657,-115.3276514,687.75,-8,1,0.2,30,157,194
36,22,34.02206026,-115.3256762,610.39,-8,1,0.2,30,157,194
36,23,34.02901396,-115.323701,452.79,-8,1,0.2,30,158,194
36,24,34.03596766,-115.3217258,428.75,-8,1,0.2,30,158,194
36,25,34.04292136,-115.3197506,428.65,-8,1,0.2,30,158,194
36,26,34.04987506,-115.3177754,408.8,-8,1,0.2,30,159,194
36,27,34.05682875,-115.3158002,383.63,-8,1,0.2,30,159,194
36,28,34.06378245,-115.313825,361.25,-8,1,0.2,30,159,194
36,29,34.07073615,-115.3118498,336.43,-8,1,0.2,30,160,195
36,30,34.07768985,-115.3098746,314.87,-8,1,0.2,30,160,195
36,31,34.08464354,-115.3078995,293.39,-8,1,0.2,30,160,195
36,32,34.09159724,-115.3059243,273.87,-8,1,0.2,30,160,195
36,33,34.09855094,-115.3039491,263.71,-8,1,0.2,30,161,195
36,34,34.10550464,-115.3019739,253.23,-8,1,0.2,30,161,195
36,35,34.11245834,-115.2999987,242.79,-8,1,0.2,30,161,195
36,36,34.11941203,-115.2980235,238.11,-8,1,0.2,30,162,195
36,37,34.12636573,-115.2960483,239.56,-8,1,0.2,30,162,196
36,38,34.13331943,-115.2940731,242.73,-8,1,0.2,30,162,196
36,39,34.14027313,-115.2920979,247.68,-8,1,0.2,30,162,196
36,40,34.14722682,-115.2901227,251.29,-8,1,0.2,30,163,196
36,41,34.15418052,-115.2881475,254.35,-8,1,0.2,30,163,196
36,42,34.16113422,-115.2861723,256.55,-8,1,0.2,30,163,196
36,43,34.16808792,-115.2841971,260.98,-8,1,0.2,30,164,196
36,44,34.17504162,-115.2822219,274.06,-8,1,0.2,30,164,196
36,45,34.18199531,-115.2802467,282.7,-8,1,0.2,30,164,196
36,46,34.18894901,-115.2782715,293.08,-8,1,0.2,30,165,197
36,47,34.19590271,-115.2762963,306.83,-8,1,0.2,30,165,197
36,48,34.20285641,-115.2743211,310.79,-8,1,0.2,30,165,197
36,49,34.2098101,-115.2723459,332.82,-8,1,0.2,30,165,197
36,50,34.2167638,-115.2703707,341.25,-8,1,0.2,30,166,197
36,51,34.2237175,-115.2683955,340.48,-8,1,0.2,30,166,197
36,52,34.2306712,-115.2664203,337,-8,1,0.2,30,166,197
36,53,34.2376249,-115.2644451,320.65,-8,1,0.2,30,167,197
36,54,34.24457859,-115.2624699,357.69,-8,1,0.2,30,167,198
37,0,34.24457859,-115.2624699,357.69,-8,1,0,0,167,198
37,1,34.24915932,-115.2560139,298.12,-8,1,0,0,167,198
37,2,34.25374004,-115.2495578,256.94,-8,1,0,0,167,198
37,3,34.25832076,-115.2431018,223.02,-8,1,0,0,167,198
37,4,34.26290148,-115.2366457,201.46,-8,1,0,0,168,199
37,5,34.26748221,-115.2301897,194.74,-8,1,0,0,168,199
37,6,34.27206293,-115.2237336,198.8,-8,1,0,0,168,199
37,7,34.27664365,-115.2172776,213.4,-8,1,0,0,168,199
37,8,34.28122437,-115.2108215,227.28,-8,1,0,0,168,200
37,9,34.2858051,-115.2043655,242.45,-8,1,0,0,168,200
37,10,34.29038582,-115.1979094,261.09,-8,1,0,0,169,200
37,11,34.29496654,-115.1914534,293.17,-8,1,0,0,169,200
37,12,34.29954726,-115.1849973,404.09,-8,1,0,0,169,201
37,13,34.30412799,-115.1785413,362.49,-8,1,0,0,169,201
37,14,34.30870871,-115.1720852,379.05,-8,1,0,0,169,201
37,15,34.31328943,-115.1656292,364.54,-8,1,0,0,169,201
37,16,34.31787015,-115.1591731,370.95,-8,1,0,0,169,202
37,17,34.32245088,-115.1527171,421.29,-8,1,0,0,170,202
37,18,34.3270316,-115.146261,407.14,-8,1,0,0,170,202
37,19,34.33161232,-115.139805,365.68,-8,1,0,0,170,203
37,20,34.33619304,-115.1333489,369.83,-8,1,0,0,170,203
37,21,34.34077377,-115.1268929,382.25,-8,1,0,0,170,203
37,22,34.34535449,-115.1204368,384.79,-8,1,0,0,171,203
37,23,34.34993521,-115.1139808,385.35,-8,1,0,0,171,204
37,24,34.35451594,-115.1075247,383.11,-8,1,0,0,171,204
37,25,34.35909666,-115.1010687,393.76,-8,1,0,0,171,204
37,26,34.36367738,-115.0946126,397.72,-8,1,0,0,171,204
37,27,34.3682581,-115.0881566,397.64,-8,1,0,0,171,205
37,28,34.37283883,-115.0817005,398.93,-8,1,0,0,172,205
37,29,34.37741955,-115.0752445,401.3,-8,1,0,0,172,205
37,30,34.38200027,-115.0687884,410.24,-8,1,0,0,172,205
38,0,34.24457859,-115.2624699,357.69,-8,1,0,0,167,198
38,1,34.24915932,-115.2560139,298.12,-8,1,0,0,167,198
38,2,34.25374004,-115.2495578,256.94,-8,1,0,0,167,198
38,3,34.25832076,-115.2431018,223.02,-8,1,0,0,167,198
38,4,34.26290148,-115.2366457,201.46,-8,1,0,0,168,199
38,5,34.26748221,-115.2301897,194.74,-8,1,0,0,168,199
38,6,34.27206293,-115.2237336,198.8,-8,1,0,0,168,199
38,7,34.27664365,-115.2172776,213.4,-8,1,0,0,168,199
38,8,34.28122437,-115.2108215,227.28,-8,1,0,0,168,200
38,9,34.2858051,-115.2043655,242.45,-8,1,0,0,168,200
38,10,34.29038582,-115.1979094,261.09,-8,1,0,0,169,200
38,11,34.29496654,-115.1914534,293.17,-8,1,0,0,169,200
38,12,34.29954726,-115.1849973,404.09,-8,1,0,0,169,201
38,13,34.30412799,-115.1785413,362.49,-8,1,0,0,169,201
38,14,34.30870871,-115.1720852,379.05,-8,1,0,0,169,201
38,15,34.31328943,-115.1656292,364.54,-8,1,0,0,169,201
38,16,34.31787015,-115.1591731,370.95,-8,1,0,0,169,202
38,17,34.32245088,-115.1527171,421.29,-8,1,0,0,170,202
38,18,34.3270316,-115.146261,407.14,-8,1,0,0,170,202
38,19,34.33161232,-115.139805,365.68,-8,1,0,0,170,203
38,20,34.33619304,-115.1333489,369.83,-8,1,0,0,170,203
38,21,34.34077377,-115.1268929,382.25,-8,1,0,0,170,203
38,22,34.34535449,-115.1204368,384.79,-8,1,0,0,171,203
38,23,34.34993521,-115.1139808,385.35,-8,1,0,0,171,204
38,24,34.35451594,-115.1075247,383.11,-8,1,0,0,171,204
38,25,34.35909666,-115.1010687,393.76,-8,1,0,0,171,204
38,26,34.36367738,-115.0946126,397.72,-8,1,0,0,171,204
38,27,34.3682581,-115.0881566,397.64,-8,1,0,0,171,205
38,28,34.37283883,-115.0817005,398.93,-8,1,0,0,172,205
38,29,34.37741955,-115.0752445,401.3,-8,1,0,0,172,205
38,30,34.38200027,-115.0687884,410.24,-8,1,0,0,172,205
39,0,33.52712147,-116.070778,-68.45,-8,1,0.2,22,140,163
39,1,33.52024518,-116.0732398,-66.62,-8,1,0.2,22,140,163
39,2,33.5133689,-116.0757017,-68.28,-8,1,0.2,22,139,163
39,3,33.50649261,-116.0781635,-69.71,-8,1,0.2,22,139,163
39,4,33.49961633,-116.0806253,-68.91,-8,1,0.2,22,139,163
39,5,33.49274004,-116.0830872,-68.75,-8,1,0.2,22,139,163
39,6,33.48586376,-116.085549,-68.25,-8,1,0.2,22,138,162
39,7,33.47898747,-116.0880109,-67.28,-8,1,0.2,22,138,162
39,8,33.47211119,-116.0904727,-59.99,-8,1,0.2,22,138,162
39,9,33.4652349,-116.0929345,-51.22,-8,1,0.2,22,137,162
39,10,33.45835862,-116.0953964,-42.13,-8,1,0.2,22,137,162
39,11,33.45148233,-116.0978582,-27.09,-8,1,0.2,22,137,162
39,12,33.44460604,-116.1003201,-8.21,-8,1,0.2,22,137,162
39,13,33.43772976,-116.1027819,18.41,-8,1,0.2,22,136,161
39,14,33.43085347,-116.1052437,47.62,-8,1,0.2,22,136,161
39,15,33.42397719,-116.1077056,83.52,-8,1,0.2,22,136,161
39,16,33.4171009,-116.1101674,118.95,-8,1,0.2,22,135,161
39,17,33.41022462,-116.1126292,161,-8,1,0.2,22,135,161
39,18,33.40334833,-116.1150911,201,-8,1,0.2,22,135,161
39,19,33.39647205,-116.1175529,246.37,-8,1,0.2,22,134,161
39,20,33.38959576,-116.1200148,247.8,-8,1,0.2,22,134,160
39,21,33.38271948,-116.1224766,375.62,-8,1,0.2,22,134,160
39,22,33.37584319,-116.1249384,429.75,-8,1,0.2,22,134,160
39,23,33.3689669,-116.1274003,460.49,-8,1,0.2,22,133,160
39,24,33.36209062,-116.1298621,569.16,-8,1,0.2,22,133,160
39,25,33.35521433,-116.132324,552.6,-8,1,0.2,22,133,160
39,26,33.34833805,-116.1347858,490.89,-8,1,0.2,22,132,160
39,27,33.34146176,-116.1372476,776.43,-8,1,0.2,22,132,160
39,28,33.33458548,-116.1397095,777.43,-8,1,0.2,22,132,159
39,29,33.32770919,-116.1421713,716.18,-8,1,0.2,22,132,159
39,30,33.32083291,-116.1446331,729.95,-8,1,0.2,22,131,159
39,31,33.31395662,-116.147095,732.83,-8,1,0.2,22,131,159
39,32,33.30708034,-116.1495568,542.65,-8,1,0.2,22,131,159
39,33,33.30020405,-116.1520187,412.44,-8,1,0.2,22,130,159
39,34,33.29332776,-116.1544805,343.28,-8,1,0.2,22,130,159
39,35,33.28645148,-116.1569423,294.34,-8,1,0.2,22,130,158
39,36,33.27957519,-116.1594042,250.4,-8,1,0.2,22,130,158
39,37,33.27269891,-116.161866,220.34,-8,1,0.2,22,129,158
39,38,33.26582262,-116.1643279,204.63,-8,1,0.2,22,129,158
39,39,33.25894634,-116.1667897,200.17,-8,1,0.2,22,129,158
39,40,33.25207005,-116.1692515,170.3,-8,1,0.2,22,128,158
39,41,33.24519377,-116.1717134,166.71,-8,1,0.2,22,128,158
39,42,33.23831748,-116.1741752,149.49,-8,1,0.2,22,128,158
39,43,33.23144119,-116.176637,151.09,-8,1,0.2,22,128,157
39,44,33.22456491,-116.1790989,138.41,-8,1,0.2,22,127,157
39,45,33.21768862,-116.1815607,118.01,-8,1,0.2,22,127,157
39,46,33.21081234,-116.1840226,105.8,-8,1,0.2,22,127,157
39,47,33.20393605,-116.1864844,92.79,-8,1,0.2,22,126,157
39,48,33.19705977,-116.1889462,89.87,-8,1,0.2,22,126,157
39,49,33.19018348,-116.1914081,116.34,-8,1,0.2,22,126,157
39,50,33.1833072,-116.1938699,171.91,-8,1,0.2,22,126,156
39,51,33.17643091,-116.1963317,218.89,-8,1,0.2,22,125,156
39,52,33.16955463,-116.1987936,230.31,-8,1,0.2,22,125,156
39,53,33.16267834,-116.2012554,189.25,-8,1,0.2,22,125,156
39,54,33.15580205,-116.2037173,173.01,-8,1,0.2,22,124,156
39,55,33.14892577,-116.2061791,167.26,-8,1,0.2,22,124,156
39,56,33.14204948,-116.2086409,190.92,-8,1,0.2,22,124,156
39,57,33.1351732,-116.2111028,198.19,-8,1,0.2,22,124,155
39,58,33.12829691,-116.2135646,221.94,-8,1,0.2,22,123,155
39,59,33.12142063,-116.2160265,225.88,-8,1,0.2,22,123,155
39,60,33.11454434,-116.2184883,530.16,-8,1,0.2,22,123,155
39,61,33.10766806,-116.2209501,646.72,-8,1,0.2,22,122,155
39,62,33.10079177,-116.223412,716.07,-8,1,0.2,22,122,155
39,63,33.09391549,-116.2258738,860.97,-8,1,0.2,22,122,155
39,64,33.0870392,-116.2283356,846.27,-8,1,0.2,22,122,155
39,65,33.08016291,-116.2307975,773.08,-8,1,0.2,22,121,154
39,66,33.07328663,-116.2332593,776.84,-8,1,0.2,22,121,154
39,67,33.06641034,-116.2357212,798.39,-8,1,0.2,22,121,154
39,68,33.05953406,-116.238183,821.27,-8,1,0.2,22,120,154
39,69,33.05265777,-116.2406448,867.97,-8,1,0.2,22,120,154
39,70,33.04578149,-116.2431067,810.07,-8,1,0.2,22,120,154
39,71,33.0389052,-116.2455685,762.63,-8,1,0.2,22,120,154
39,72,33.03202892,-116.2480304,749.31,-8,1,0.2,22,119,153
39,73,33.02515263,-116.2504922,800.01,-8,1,0.2,22,119,153
39,74,33.01827634,-116.252954,948.43,-8,1,0.2,22,119,153
39,75,33.01140006,-116.2554159,856.97,-8,1,0.2,22,118,153
39,76,33.00452377,-116.2578777,744.06,-8,1,0.2,22,118,153
39,77,32.99764749,-116.2603395,650.25,-8,1,0.2,22,118,153
39,78,32.9907712,-116.2628014,601.33,-8,1,0.2,22,118,153
39,79,32.98389492,-116.2652632,512.25,-8,1,0.2,22,117,152
39,80,32.97701863,-116.2677251,487.25,-8,1,0.2,22,117,152
39,81,32.97014235,-116.2701869,453.2,-8,1,0.2,22,117,152
39,82,32.96326606,-116.2726487,435.23,-8,1,0.2,22,116,152
39,83,32.95638978,-116.2751106,376.3,-8,1,0.2,22,116,152
39,84,32.94951349,-116.2775724,352.19,-8,1,0.2,22,116,152
39,85,32.9426372,-116.2800342,382.42,-8,1,0.2,22,116,152
39,86,32.93576092,-116.2824961,613.59,-8,1,0.2,22,115,151
39,87,32.92888463,-116.2849579,465.13,-8,1,0.2,22,115,151
39,88,32.92200835,-116.2874198,550.52,-8,1,0.2,22,115,151
39,89,32.91513206,-116.2898816,743.93,-8,1,0.2,22,114,151
39,90,32.90825578,-116.2923434,656.57,-8,1,0.2,22,114,151
39,91,32.90137949,-116.2948053,515.1,-8,1,0.2,22,114,151
39,92,32.89450321,-116.2972671,538.38,-8,1,0.2,22,114,151
39,93,32.88762692,-116.299729,563.54,-8,1,0.2,22,113,150
39,94,32.88075064,-116.3021908,576.67,-8,1,0.2,22,113,150
39,95,32.87387435,-116.3046526,716.21,-8,1,0.2,22,113,150
39,96,32.86699806,-116.3071145,669.53,-8,1,0.2,22,112,150
39,97,32.86012178,-116.3095763,821.46,-8,1,0.2,22,112,150
39,98,32.85324549,-116.3120381,1004.69,-8,1,0.2,22,112,150
39,99,32.84636921,-116.3145,1110.98,-8,1,0.2,22,112,150
39,100,32.83949292,-116.3169618,1180.73,-8,1,0.2,22,111,149
39,101,32.83261664,-116.3194237,1300.5,-8,1,0.2,22,111,149
39,102,32.82574035,-116.3218855,1320.07,-8,1,0.2,22,111,149
39,103,32.81886407,-116.3243473,1265,-8,1,0.2,22,110,149
40,0,34.38200027,-115.0687884,410.24,-8,1,0.1,66,172,205
